id,key,English,Hindi,Tamil,Gujarati,Bengali,Telugu,Marathi,Malayalam,Kannada,channel
"3682","stopChequeConfirm","Are you sure you want to stop cheque pay?","क्या आप वाकई चेक भुगतान रोकना चाहते हैं?","காசோலை கட்டணத்தை நிறுத்த வேண்டுமா?","Are you sure you want to stop cheque pay?","Are you sure you want to stop cheque pay?","Are you sure you want to stop cheque pay?","Are you sure you want to stop cheque pay?","Are you sure you want to stop cheque pay?","Are you sure you want to stop cheque pay?","MB"
"3683","stopChequeConfirmText","This action is irreversible and the cheque payment cannot be reinitiated","यह कार्रवाई अपरिवर्तनीय है और चेक भुगतान दोबारा शुरू नहीं किया जा सकता है","இந்தச் செயல் திரும்பப்பெற முடியாதது மற்றும் காசோலை கட்டணத்தை மீண்டும் தொடங்க முடியாது","This action is irreversible and the cheque payment cannot be reinitiated","This action is irreversible and the cheque payment cannot be reinitiated","This action is irreversible and the cheque payment cannot be reinitiated","This action is irreversible and the cheque payment cannot be reinitiated","This action is irreversible and the cheque payment cannot be reinitiated","This action is irreversible and the cheque payment cannot be reinitiated","MB"
"3684","startChequeNumber","Start Cheque No.: #","प्रारंभ चेक संख्या: #","தொடக்கச் சரிபார்ப்பு எண்: #","Start Cheque No.: #","Start Cheque No.: #","Start Cheque No.: #","Start Cheque No.: #","Start Cheque No.: #","Start Cheque No.: #","MB"
"3685","endChequeNumber","End Cheque No.: #","अंतिम जांच संख्या: #","இறுதிச் சரிபார்ப்பு எண்: #","End Cheque No.: #","End Cheque No.: #","End Cheque No.: #","End Cheque No.: #","End Cheque No.: #","End Cheque No.: #","MB"
"3686","stopPayment","Stop Payment","भुगतान रोकें","கட்டணத்தை நிறுத்து","Stop Payment","Stop Payment","Stop Payment","Stop Payment","Stop Payment","Stop Payment","MB"
"3687","stopChequeStatus","Cheque has been stopped","चेक रोक दिया गया है","சோதனை நிறுத்தப்பட்டது","Cheque has been stopped","Cheque has been stopped","Cheque has been stopped","Cheque has been stopped","Cheque has been stopped","Cheque has been stopped","MB"
"3688","chequeStatusEnq","Cheque Status Enquiry","स्थिति जांच की जाँच करें","நிலை விசாரணையை சரிபார்க்கவும்","Cheque Status Enquiry","Cheque Status Enquiry","Cheque Status Enquiry","Cheque Status Enquiry","Cheque Status Enquiry","Cheque Status Enquiry","MB"
"3689","transactionDeclinedMsg","Your transaction was declined due to 3 incorrect OTPs","आपका लेनदेन 3 गलत ओटीपी के कारण अस्वीकार कर दिया गया था","3 தவறான OTPகள் காரணமாக உங்கள் பரிவர்த்தனை நிராகரிக்கப்பட்டது","Your transaction was declined due to 3 incorrect OTPs","Your transaction was declined due to 3 incorrect OTPs","Your transaction was declined due to 3 incorrect OTPs","Your transaction was declined due to 3 incorrect OTPs","Your transaction was declined due to 3 incorrect OTPs","Your transaction was declined due to 3 incorrect OTPs","MB"
"3690","accountCreateDeclined","Account creation denied!","खाता निर्माण अस्वीकृत!","கணக்கு உருவாக்கம் மறுக்கப்பட்டது!","Account creation denied!","Account creation denied!","Account creation denied!","Account creation denied!","Account creation denied!","Account creation denied!","MB"
"3691","accountCreateDeclinedMsg","Your account creation denied due to 3 incorrect OTPs","3 गलत ओटीपी के कारण आपका खाता निर्माण अस्वीकृत हो गया","3 தவறான OTPகள் காரணமாக உங்கள் கணக்கு உருவாக்கம் மறுக்கப்பட்டது","Your account creation denied due to 3 incorrect OTPs","Your account creation denied due to 3 incorrect OTPs","Your account creation denied due to 3 incorrect OTPs","Your account creation denied due to 3 incorrect OTPs","Your account creation denied due to 3 incorrect OTPs","Your account creation denied due to 3 incorrect OTPs","MB"
"3692","limitReached","Limit Reached!","हद हो गई!","வரம்பு எட்டியது!","Limit Reached!","Limit Reached!","Limit Reached!","Limit Reached!","Limit Reached!","Limit Reached!","MB"
